2025-06-12 18:13:17,293 INFO    StreamThr :31952 [internal.py:wandb_internal():87] W&B internal server running at pid: 31952, started at: 2025-06-12 18:13:17.292748
2025-06-12 18:13:17,296 DEBUG   HandlerThread:31952 [handler.py:handle_request():144] handle_request: status
2025-06-12 18:13:17,297 INFO    WriterThread:31952 [datastore.py:open_for_write():85] open: /home/trudes/Projects/t-prime/wandb/run-20250612_181317-y4c0tfiq/run-y4c0tfiq.wandb
2025-06-12 18:13:17,297 DEBUG   SenderThread:31952 [sender.py:send():336] send: header
2025-06-12 18:13:17,307 DEBUG   SenderThread:31952 [sender.py:send():336] send: run
2025-06-12 18:13:17,712 DEBUG   HandlerThread:31952 [handler.py:handle_request():144] handle_request: check_version
2025-06-12 18:13:17,713 INFO    SenderThread:31952 [dir_watcher.py:__init__():216] watching files in: /home/trudes/Projects/t-prime/wandb/run-20250612_181317-y4c0tfiq/files
2025-06-12 18:13:17,713 INFO    SenderThread:31952 [sender.py:_start_run_threads():1067] run started: y4c0tfiq with start time 1749766397.291762
2025-06-12 18:13:17,713 DEBUG   SenderThread:31952 [sender.py:send_request():363] send_request: summary_record
2025-06-12 18:13:17,713 INFO    SenderThread:31952 [sender.py:_save_file():1321] saving file wandb-summary.json with policy end
2025-06-12 18:13:17,714 DEBUG   SenderThread:31952 [sender.py:send_request():363] send_request: check_version
2025-06-12 18:13:17,878 DEBUG   HandlerThread:31952 [handler.py:handle_request():144] handle_request: run_start
2025-06-12 18:13:17,925 DEBUG   HandlerThread:31952 [system_info.py:__init__():31] System info init
2025-06-12 18:13:17,925 DEBUG   HandlerThread:31952 [system_info.py:__init__():46] System info init done
2025-06-12 18:13:17,925 INFO    HandlerThread:31952 [system_monitor.py:start():151] Starting system monitor
2025-06-12 18:13:17,925 INFO    SystemMonitor:31952 [system_monitor.py:_start():116] Starting system asset monitoring threads
2025-06-12 18:13:17,925 INFO    HandlerThread:31952 [system_monitor.py:probe():172] Collecting system info
2025-06-12 18:13:17,925 INFO    SystemMonitor:31952 [interfaces.py:start():168] Started cpu
2025-06-12 18:13:17,926 INFO    SystemMonitor:31952 [interfaces.py:start():168] Started disk
2025-06-12 18:13:17,927 INFO    SystemMonitor:31952 [interfaces.py:start():168] Started gpu
2025-06-12 18:13:17,928 INFO    SystemMonitor:31952 [interfaces.py:start():168] Started memory
2025-06-12 18:13:17,929 INFO    SystemMonitor:31952 [interfaces.py:start():168] Started network
